Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
Ae Park,F,SBD,Raw,,,Amateur Open,79.7,82.5,,,,,85.0,,,,,,,,,,,,DQ,,,,,Yes,,RPS,2018-09-08,USA,TX,Texas GAINZsaw MASSacre
Afye Abdallah,F,SBD,Raw,21.5,20-23,Juniors,56.7,57,105.0,107.5,-112.5,,107.5,45.0,47.5,50.0,,50.0,135.0,-142.5,-145.0,,135.0,292.5,1,340.82,344.23,301.4,528.97,Yes,,NZPF,2018-04-08,New Zealand,AKL,Auckland Powerlifting Championships
Alexandra Pong,F,SBD,Raw,19.0,18-19,FR-C,62.3,63,102.5,105.0,112.5,,112.5,62.5,67.5,70.0,,70.0,130.0,142.5,-147.5,,142.5,325.0,5,352.01,366.09,310.87,564.38,Yes,,USAPL,2016-04-14,USA,,Collegiate Nationals
Amira Sixkiller,F,SBD,Raw,23.0,20-23,Open,94.0,90+,,,,,122.5,,,,,55.0,,,,,155.0,332.5,1,282.49,282.49,244.46,488.53,,,USPA,2016-10-29,USA,VA,Virginia State Championships
Evenlyn Gutierrez,F,SBD,Raw,23.0,20-23,Juniors 20-23,67.49,67.5,,,,,102.5,,,,,52.5,,,,,112.5,267.5,2,273.05,273.05,240.86,446.11,,,USPA,2015-10-18,USA,CA,Spartan Open
Dawn Assumma,F,SBD,Raw,,,Amateur Open,74.66,75,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,RPS,2014-01-25,USA,NJ,North American & New Jersey State Championships
Julia Cross,F,SBD,Raw,,,F-C-M1,50.4,52,60.0,-65.0,-65.0,,60.0,37.5,42.5,-47.5,,42.5,80.0,85.0,90.0,,90.0,192.5,1,245.8,245.8,218.17,355.62,Yes,,EPA,2017-11-11,England,,South East Open
Emily Kimball,F,SBD,Raw,25.5,24-34,FR-O,62.0,63,127.5,135.0,-140.0,,135.0,75.0,-77.5,-77.5,,75.0,157.5,167.5,172.5,,172.5,382.5,1,415.82,415.82,367.25,668.97,Yes,,USAPL,2018-08-18,USA,CT,Northeast Regionals
Kaisu Vesterinen,F,SBD,Raw,22.5,20-23,Under 23,61.9,63,110.0,123.0,-125.0,,123.0,-70.0,70.0,75.0,,75.0,132.5,147.5,-150.5,,147.5,345.5,1,376.06,376.06,332.14,602.96,Yes,,SVNL,2015-10-10,Finland,,Klassinen voimanosto
鈴木 恭子,F,SBD,Raw,39.5,35-39,Open,62.3,63,115.0,-125.0,125.0,,125.0,62.5,67.5,-70.0,,67.5,130.0,140.0,-150.0,,140.0,332.5,6,360.13,360.13,318.05,577.82,Yes,,JPA,2017-02-25,Japan,,Japanese Classic Powerlifting Championships
Amy Thimmesh,F,SBD,Raw,39.5,35-39,FR-M1a,78.6,84,100.0,112.5,-117.5,,112.5,50.0,55.0,-60.0,,55.0,110.0,-125.0,-125.0,,110.0,277.5,2,256.47,256.47,225.13,436.34,Yes,,USAPL,2018-08-18,USA,MN,Noonan Barbell Raw Open
Sheana Dyson,F,SBD,Raw,32.0,24-34,F_OR_AAPF,65.8,67.5,62.5,70.0,-85.0,,70.0,52.5,57.5,62.5,,62.5,80.0,112.5,117.5,,117.5,250.0,3,259.92,259.92,229.38,420.47,Yes,,APF,2016-07-30,USA,IL,Chicago Summer Bash 13
Emily Gray,F,SBD,Raw,,,Open,63.0,63,,,,,90.0,,,,,57.5,,,,,115.0,262.5,4,281.91,281.91,248.94,450.26,Yes,,CPU,2016-09-10,Canada,ON,Orangeville Open
Trina Pinkney,F,SBD,Raw,42.5,40-44,FR-O,111.71,84+,132.5,-137.5,137.5,,137.5,80.0,85.0,87.5,,87.5,185.0,190.0,195.0,,195.0,420.0,3,340.4,347.21,289.56,576.15,Yes,,USAPL,2016-12-09,USA,,American Open & Police-Fire Nationals
Victoria Liang,F,SBD,Raw,22.0,20-23,FR-Jr,62.3,63,142.5,150.0,155.0,,155.0,-87.5,87.5,92.5,,92.5,165.0,177.5,185.0,,185.0,432.5,1,468.44,473.13,413.7,756.95,Yes,USA,USAPL,2015-10-15,USA,,Raw Nationals
Therese Casetto,F,SBD,Raw,,,Open,61.9,63,80.0,85.0,90.0,,90.0,40.0,45.0,-47.5,,45.0,90.0,100.0,110.0,,110.0,245.0,1,266.67,266.67,235.52,422.21,Yes,,NSF,2016-04-19,Norway,,Åpent stevne
Trisha-Ann Schimings,F,SBD,Raw,38.5,35-39,FR-O,68.7,72,102.5,112.5,-120.0,,112.5,62.5,67.5,75.0,,75.0,102.5,112.5,122.5,,122.5,310.0,3,312.46,312.46,275.54,514.7,Yes,,USAPL,2018-08-04,USA,MI,Unreal BarBellum
Rowena Flynn,F,SBD,Raw,41.5,40-44,,55.05,57,75.0,82.5,87.5,,87.5,45.0,50.0,-52.5,,50.0,105.0,115.0,122.5,,122.5,260.0,1,310.05,313.15,274.35,473.67,Yes,,APU,2018-12-15,Australia,NSW,Viking Yule
Wei-Ling Chen,F,SBD,Raw,33.0,24-34,Open,46.56,47,140.0,147.5,152.5,,152.5,72.5,80.0,-85.0,,80.0,165.0,172.5,175.0,,175.0,407.5,1,551.76,551.76,492.22,838.4,Yes,Taiwan,IPF,2015-06-05,Finland,,World Classic Powerlifting Championships
Melissa Stewart,F,SBD,Raw,26.0,24-34,Open,90.26,84+,95.0,102.5,107.5,,107.5,45.0,50.0,-55.0,,50.0,135.0,140.0,145.0,,145.0,302.5,3,261.07,261.07,226.86,451.98,Yes,,NZPF,2018-06-16,New Zealand,MWT,CDPA Bench Club 3 Lift
Maggie Rimnac,F,SBD,Raw,29.5,24-34,FR-O,71.2,72,82.5,92.5,97.5,,97.5,55.0,-60.0,-60.0,,55.0,100.0,107.5,115.0,,115.0,267.5,2,263.05,263.05,231.78,436.68,Yes,,USAPL,2016-01-31,USA,IL,Illinois Women's Raw Open & Bench
Melanie John,F,SBD,Raw,22.0,20-23,Juniors,61.7,63,70.0,-75.0,77.5,,77.5,40.0,-45.0,-45.0,,40.0,75.0,80.0,-82.5,,80.0,197.5,1,215.5,217.66,190.34,337.18,Yes,New Zealand,NZPF,2016-07-23,New Zealand,AKL,Auckland 3-Lift Club Competition
Nicole Parker,F,SBD,Raw,40.5,40-44,FR-O,60.2,63,105.0,112.5,-117.5,,112.5,55.0,60.0,65.0,,65.0,127.5,137.5,-142.5,,137.5,315.0,2,350.29,350.29,309.48,555.33,Yes,,USAPL,2017-07-22,USA,AZ,3rd Annual Route 66 Classic
Cat Shamel,F,SBD,Raw,40.0,40-44,F-C-Open,52.8,57,105.0,110.0,115.0,,115.0,55.0,60.0,62.5,,62.5,115.0,120.0,125.0,,125.0,302.5,2,372.67,372.67,330.16,568.14,Yes,UK,EPA,2018-07-15,England,,West Midlands Development Competition
Robyn Coutee,F,SBD,Raw,33.5,24-34,FR-O,87.27,84+,68.0,88.5,97.5,,97.5,38.6,45.4,49.9,,49.9,102.1,111.1,124.7,,124.7,272.2,5,238.36,238.36,207.76,412.49,Yes,,USAPL,2018-05-05,USA,LA,Louisiana State Games
Danielle Arpon,F,SBD,Raw,25.0,24-34,Open,55.8,56,,,,,-90.0,,,,,52.5,,,,,115.0,,DQ,,,,,,,USPA,2016-07-23,USA,CA,RAF Open
Katlyn Larson,F,SBD,Raw,,,Open,80.29,82.1,65.77,74.84,-83.91,,74.84,-45.36,-45.36,-45.36,,,113.4,-124.74,-124.74,,113.4,,DQ,,,,,,,MHSPLA,2015-03-01,USA,MI,State Championships
Joelle Hung,F,SBD,Raw,,,FR-O,54.4,57,-75.0,75.0,82.5,,82.5,40.0,47.5,50.0,,50.0,75.0,85.0,92.5,,92.5,225.0,21,270.82,270.82,239.71,407.93,Yes,,EPA,2019-04-13,UK,,Women's British University Championships
María Rodríguez Cuenca,F,SBD,Raw,22.5,20-23,JUN,62.38,63,-85.0,-85.0,-90.0,,,65.0,70.0,-75.0,,70.0,125.0,130.0,135.0,,135.0,,DQ,,,,,Yes,,AEP,2017-10-21,Spain,,Campeonato de España Subjunior & Junior y Máster de Powerlifting
Mira Pascuzzi,F,SBD,Raw,12.0,5-12,Teen 12-13,46.8,48,47.5,55.0,62.5,,62.5,27.5,30.0,32.5,,32.5,62.5,67.5,-70.0,,67.5,162.5,1,219.22,291.56,195.48,302.48,Yes,,RAW-CAN,2018-05-06,Canada,BC,Calm Like a Bomb
Stephanie Stickley,F,SBD,Raw,49.0,45-49,Masters 45-49,47.3,48,,,,,80.0,,,,,45.0,,,,,102.5,227.5,1,304.56,338.97,271.36,441.51,,USA,IPL,2016-11-10,USA,NV,World Powerlifting Championships
Ann-Marie Gaynor,F,SBD,Raw,,,F-O,57.0,57,,,,,57.5,,,,,30.0,,,,,72.5,160.0,6,185.66,185.66,164.17,276.45,Yes,,IrishPF,2017-11-04,Ireland,,November Open
Kelli Lowenberg,F,SBD,Raw,42.5,40-44,FR-M1,44.5,47,65.0,70.0,75.0,,75.0,37.5,-40.0,40.0,,40.0,92.5,102.5,-110.0,,102.5,217.5,1,303.94,310.01,272.28,433.38,Yes,USA,USAPL,2016-07-30,USA,CO,Rocky Mountain State Games
Tifani Guzman,F,SBD,Raw,20.5,20-23,FR-Jr,55.9,57,85.0,92.5,97.5,,97.5,52.5,-57.5,-57.5,,52.5,117.5,125.0,132.5,,132.5,282.5,1,332.86,339.51,294.44,513.45,Yes,,USAPL,2018-02-25,USA,TX,Texas Strength Classic
Emily Costolo,F,SBD,Raw,22.5,20-23,FR-O,60.4,63,80.0,85.0,-90.0,,85.0,37.5,-42.5,-42.5,,37.5,107.5,125.0,127.5,,127.5,250.0,4,277.29,277.29,244.98,435.75,Yes,,USAPL,2017-02-25,USA,MD,Terrapin Open
Ingrid Braun,F,SBD,Raw,18.5,18-19,FR-O,80.9,84,97.5,105.0,110.0,,110.0,42.5,45.0,47.5,,47.5,112.5,122.5,132.5,,132.5,290.0,7,263.72,274.27,231.13,451.03,Yes,,USAPL,2017-12-09,USA,MD,Equinox Open
Charlotte Nagle,F,SBD,Raw,35.5,35-39,FR-O,61.6,63,122.5,-127.5,-127.5,,122.5,-67.5,-67.5,-67.5,,,130.0,135.0,145.0,,145.0,,DQ,,,,,Yes,,USAPL,2018-12-02,USA,NY,Murder of Crows December Open
Brigot Pugh,F,SBD,Raw,43.0,40-44,Masters 1,55.33,57,120.0,-132.5,-132.5,,120.0,70.0,75.0,-77.5,,75.0,170.0,180.0,187.5,,187.5,382.5,1,454.32,468.4,401.97,709.34,Yes,Australia,IPF,2018-06-06,Canada,,6th World Classic Championships
Ashely Whelan,F,SBD,Raw,29.0,24-34,Open,59.5,60,,,,,95.0,,,,,55.0,,,,,105.0,255.0,4,286.15,286.15,252.85,447.81,,,IPL,2017-05-20,USA,FL,Orlando INZER Europa
Niamh Appleby,F,SBD,Raw,,,F-O,61.6,63,,,,,100.0,,,,,52.5,,,,,107.5,260.0,6,284.05,284.05,250.89,450.13,Yes,,IrishPF,2018-07-14,Ireland,,July Open
Mary Brown,F,SBD,Raw,,,Amateur Submasters 33-39,74.84,75,,,,,88.45,,,,,52.16,,,,,113.4,254.01,1,241.8,241.8,212.71,406.69,Yes,,RPS,2018-02-18,USA,PA,Barno-Newman Classic
Steevi Pugh,F,SBD,Raw,27.5,24-34,F-C-Open,94.8,84+,140.0,147.5,152.5,,152.5,62.5,-67.5,67.5,,67.5,140.0,147.5,-152.5,,147.5,367.5,2,311.28,311.28,269.12,536.84,Yes,UK,EPA,2017-09-02,England,,North West Championships
Martine Kristiansen,F,SBD,Raw,,,Teen 14-18,95.2,84+,85.0,95.0,100.0,,100.0,60.0,-65.0,65.0,,65.0,125.0,-130.0,-130.0,,125.0,290.0,1,245.28,245.28,211.95,426.03,Yes,,NSF,2015-10-23,Norway,,Klubbmesterskap
Julie Adams,F,SBD,Raw,36.5,35-39,FR-O,64.9,67.5,,,,,117.5,,,,,62.5,,,,,147.5,327.5,2,343.97,343.97,303.62,558.22,Yes,,USAPL,2013-11-02,USA,,So Cal Regional Championships
Jennifer Ball,F,SBD,Raw,,,Juniors,65.3,72,,,,,75.0,,,,,40.0,,,,,100.0,215.0,3,224.79,224.79,198.4,360.84,Yes,,CPU,2014-03-31,Canada,ON,Canadian Championship
Hege Braathen,F,SBD,Raw,,,Masters 40-49,77.64,84,85.0,-87.5,-87.5,,85.0,57.5,62.5,-65.0,,62.5,115.0,120.0,-125.0,,120.0,267.5,1,249.0,249.0,218.71,422.58,Yes,,NSF,2018-06-02,Norway,,Regionmesterskap utstyrsfritt
Gunhild Knutsen,F,SBD,Raw,,,Open,74.1,84,25.0,30.0,-35.0,,30.0,-25.0,25.0,27.5,,27.5,60.0,72.5,80.0,,80.0,137.5,1,131.71,131.71,115.91,219.69,Yes,,NSF,2013-03-06,Norway,,Klubbstevne
Alifatou Djibril,F,SBD,Raw,33.5,24-34,Open,90.5,84+,-140.0,140.0,-150.0,,140.0,70.0,-80.0,-85.0,,70.0,160.0,175.0,185.0,,185.0,395.0,1,340.53,340.53,295.83,586.17,Yes,,PA,2014-10-11,Australia,VIC,Murray River Challenge
Minna Oinonen,F,SBD,Raw,38.5,35-39,Open,70.7,72,95.0,112.5,120.0,,120.0,50.0,-60.0,-60.0,,50.0,130.0,140.0,147.5,,147.5,317.5,2,313.72,313.72,276.47,520.96,Yes,,SVNL,2016-05-21,Finland,,Kansallinen klassinen voimanosto
Erika Gustafsson,F,SBD,Raw,,,Open,114.56,84+,,,,,180.0,,,,,82.5,,,,,180.0,442.5,2,356.87,356.87,303.18,600.47,Yes,,SSF,2014-07-03,Sweden,,SM KLSL
Flo Napasab,F,SBD,Raw,22.0,20-23,Juniors,59.3,63,100.0,-107.5,-110.0,,100.0,60.0,65.0,-67.5,,65.0,117.5,125.0,-135.0,,125.0,290.0,1,326.28,329.54,288.33,513.15,Yes,,ThaiPF,2019-02-09,Thailand,,Thailand Open
Ilrish Kensenhuis,F,SBD,Raw,31.5,24-34,Open,87.85,84+,155.0,160.0,165.0,,165.0,80.0,85.0,87.5,,87.5,205.0,215.0,217.5,,217.5,470.0,8,410.35,410.35,357.47,703.78,Yes,Netherlands,EPF,2018-11-24,Lithuania,,European Classic Championships
Carla Wright,F,SBD,Raw,,,F-C-U23,61.5,63,,,,,85.0,,,,,70.0,,,,,165.0,320.0,1,350.04,350.04,309.18,558.79,Yes,,NIPF,2012-06-16,N.Ireland,,Maxx Power Championships
Rebecca Attwater,F,SBD,Raw,,,F-C-Open,105.5,84+,72.5,77.5,85.0,,85.0,47.5,52.5,-57.5,,52.5,115.0,122.5,130.0,,130.0,267.5,1,219.56,219.56,187.29,381.8,Yes,,EPA,2017-06-11,England,,Essex County Championships
Terri Beatty,F,SBD,Raw,58.5,55-59,FR-M2b,60.0,63,,,,,55.0,,,,,32.5,,,,,77.5,165.0,1,183.96,237.49,162.54,281.11,Yes,,USAPL,2015-04-11,USA,CA,CA State Championship
Sarah Martinez-Garcia,F,SBD,Raw,21.0,20-23,FR-Jr,60.7,63,82.5,87.5,97.5,,97.5,42.5,-52.5,-52.5,,42.5,112.5,125.0,-137.5,,125.0,265.0,3,292.81,298.66,258.67,462.13,Yes,,USAPL,2016-09-17,USA,TX,8th Annual Iron Wars
Jannel Lamangan,F,SBD,Raw,26.0,24-34,Open,47.4,48,,,,,92.5,,,,,42.5,,,,,137.5,272.5,2,364.24,364.24,324.49,538.05,,,USPA,2018-08-25,USA,CA,Anaheim Fit Expo
Lorin Blake,F,SBD,Raw,42.5,40-44,FR-O,78.8,84,135.0,145.0,152.5,,152.5,72.5,77.5,-80.0,,77.5,160.0,170.0,-175.0,,170.0,400.0,2,369.14,376.52,324.0,627.53,Yes,,USAPL,2018-01-28,USA,IL,Illinois Womens Raw Open
Cynthia Leu,F,SBD,Raw,21.0,20-23,Juniors 20-23,59.83,60,,,,125.0,122.5,,,,,57.5,,,,,145.0,325.0,1,363.14,370.4,320.86,575.34,,USA,USPA,2014-06-07,USA,CA,Old Skool Iron Classic
Arita Hughes,F,SBD,Raw,,,Open,64.3,72,-90.0,-90.0,-90.0,,,45.0,-50.0,-50.0,,45.0,90.0,100.0,115.0,,115.0,,DQ,,,,,Yes,,NZPF,2014-10-18,New Zealand,HKB,Hawkes Bay Championships & Novice 3-Lift
Brittany Smith,F,SBD,Raw,37.5,35-39,FR-O,78.6,84,115.0,125.0,135.0,,135.0,57.5,62.5,-65.0,,62.5,120.0,135.0,-142.5,,135.0,332.5,3,307.3,307.3,269.75,522.49,Yes,,USAPL,2018-04-21,USA,UT,Wasatch Valley Champs
Chantal Pearson,F,SBD,Raw,,,F-C-Open,50.8,52,87.5,92.5,95.0,,95.0,42.5,45.0,-47.5,,45.0,100.0,-105.0,105.0,,105.0,245.0,3,310.96,310.96,275.9,462.03,Yes,,EPA,2016-11-19,England,,London Divisional
Danielle Wyman,F,SBD,Raw,29.0,24-34,Open,57.7,60,,,,,65.0,,,,,42.5,,,,,92.5,200.0,1,229.87,229.87,203.22,350.57,,,USPA,2018-02-03,USA,CA,DCS Winter Open
Amanda McClellan,F,SBD,Raw,19.0,18-19,Juniors 18-19,67.5,67.5,,,,,100.0,,,,,52.5,,,,,130.0,282.5,1,288.33,299.86,254.34,471.68,,,USPA,2016-03-19,USA,MO,2nd Annual PowerBody Powerlifting Meet
Natasha Tranter,F,SBD,Raw,21.5,20-23,F-C-U23,80.8,84,125.0,135.0,147.5,,147.5,65.0,75.0,-80.0,,75.0,155.0,-165.0,175.0,,175.0,397.5,2,361.73,365.35,317.05,617.13,Yes,UK,BP,2016-10-29,UK,,British Classic Junior Powerlifting Championships
Vanessa Gomez,F,SBD,Raw,26.0,24-34,Open,55.4,56,,,,,97.5,,,,,62.5,,,,,120.0,280.0,2,332.24,332.24,293.95,510.88,,USA,USPA,2017-12-02,USA,OK,Freedom Fitness Classic
Catherine Smith,F,SBD,Raw,21.5,20-23,F-C-Open,55.6,57,97.5,107.5,115.0,,115.0,52.5,57.5,60.0,,60.0,130.0,140.0,150.0,,150.0,325.0,2,384.55,388.4,340.2,596.69,Yes,UK,EPA,2017-01-29,England,,South Midlands Open
Taylor Podboy,F,SBD,Raw,21.0,20-23,FR-O,96.3,84+,108.9,117.9,124.7,,124.7,59.0,-63.5,-63.5,,59.0,136.1,142.9,152.0,,152.0,335.7,2,282.82,288.48,244.08,488.91,Yes,,USAPL,2016-08-20,USA,WI,Wolf Open
Chloe Townsend,F,SBD,Raw,,,F-C-N,61.3,63,100.0,107.5,112.5,,112.5,45.0,50.0,-52.5,,50.0,135.0,150.0,157.5,,157.5,320.0,2,350.91,350.91,309.97,559.65,Yes,,EPA,2016-10-08,England,,North West Masters & Novice Round 2
Theresa Ball,F,SBD,Raw,42.5,40-44,FR-O,55.9,57,77.5,85.0,90.0,,90.0,50.0,55.0,-57.5,,55.0,85.0,95.0,102.5,,102.5,247.5,1,291.62,297.45,257.96,446.25,Yes,USA,USAPL,2016-02-27,USA,AK,Kenai Classic
Christina Yeh,F,SBD,Raw,22.0,20-23,F_JR_AAPF,50.9,52,102.5,110.0,117.5,,117.5,35.0,42.5,-47.5,,42.5,102.5,112.5,-117.5,,112.5,272.5,1,345.34,348.79,306.38,517.88,Yes,,APF,2018-12-14,USA,IL,Raw Power Challenge
Amie Smith,F,SBD,Raw,20.5,20-23,Open,70.25,72,125.0,135.0,-140.0,,135.0,50.0,55.0,60.0,,60.0,125.0,135.0,140.0,,140.0,335.0,1,332.46,339.11,293.03,551.55,Yes,,PA,2017-09-10,Australia,NT,Territory Open
Rebecca Bruce,F,SBD,Raw,44.0,40-44,Masters 40-44,56.0,56,,,,,95.0,,,,,60.0,,,,,162.5,317.5,1,373.57,389.64,330.44,580.13,,USA,USPA,2015-11-07,USA,OH,The Ohio Cup
Anne Karlsen,F,SBD,Raw,24.5,24-34,Open,81.35,84,145.0,152.5,-155.0,,152.5,80.0,85.0,87.5,,87.5,180.0,195.0,205.0,,205.0,445.0,2,403.47,403.47,353.49,688.44,Yes,Denmark,DSF,2017-11-17,Denmark,,TSK Cup Klassisk
Sarah Scallan,F,SBD,Raw,,,F-O,60.4,63,,,,,102.5,,,,,62.5,,,,,127.5,292.5,4,324.43,324.43,286.63,513.36,Yes,,IrishPF,2017-02-04,Ireland,,Munster Open
Alexandra Munns,F,SBD,Raw,,,F-C-Open,56.8,57,90.0,100.0,-105.0,,100.0,57.5,60.0,-65.0,,60.0,125.0,132.5,-140.0,,132.5,292.5,1,340.35,340.35,300.97,528.51,Yes,,EPA,2018-11-25,England,,East Midlands Powerlifting Championships
Emily Hu #1,F,SBD,Raw,,,Pro Open,55.25,56,,,,,132.5,,,,,125.0,,,,,185.0,442.5,1,526.18,526.18,465.56,826.0,,USA,RPS,2016-04-23,USA,CA,US Open
Alice Barker,F,SBD,Raw,,,F-C-Open,62.6,63,55.0,60.0,65.0,,65.0,45.0,47.5,-50.0,,47.5,75.0,85.0,100.0,,100.0,212.5,9,229.32,229.32,202.51,362.19,Yes,,EPA,2018-11-03,England,,Greater London Divisional
Megan Faulk,F,SBD,Raw,28.0,24-34,Open,96.8,90+,,,,,122.5,,,,,62.5,,,,,160.0,345.0,1,290.16,290.16,250.26,501.12,,,USPA,2016-11-19,USA,LA,Southern Strength Showcase
Allison Connelly,F,SBD,Raw,44.5,40-44,FR-M1,62.7,63,35.0,70.0,72.5,,72.5,-45.0,-45.0,-45.0,,,75.0,82.5,92.5,,92.5,,DQ,,,,,Yes,,USAPL,2018-09-22,USA,SC,Myrtle Beach Bar Bash
Mirka Valo,F,SBD,Raw,18.5,18-19,Under 20,75.65,84,100.0,110.0,115.0,,115.0,60.0,65.0,-70.0,,65.0,155.0,165.0,-178.0,,165.0,345.0,1,326.22,339.26,286.86,550.61,Yes,Finland,SVNL,2016-05-21,Finland,,Klassinen voimanosto
Tiina Marjusaari,F,SBD,Raw,38.5,35-39,Open,51.08,52,107.5,-112.5,-112.5,,107.5,-75.0,75.0,77.5,,77.5,145.0,-155.0,-155.0,,145.0,330.0,5,417.08,417.08,369.97,634.35,Yes,Finland,SVNL,2016-12-09,Finland,,Klassisen voimanoston SM-kisat
Rachel Benson,F,SBD,Raw,23.0,20-23,Open,66.6,67.5,,,,,135.0,,,,,70.0,,,,,150.0,355.0,7,365.85,365.85,322.8,599.07,,,USPA,2016-07-08,USA,NV,National Powerlifting Championships
Bryana Slusher,F,SBD,Raw,,,Amateur Submasters 33-39,80.06,82.5,,,,,80.0,,,,,45.0,,,,,90.0,215.0,1,196.64,196.64,172.45,336.48,Yes,,RPS,2016-12-10,USA,TX,Texas Merry Gainzmas
Marilu Solares,F,SBD,Raw,22.0,20-23,FR-O,46.24,47,105.0,-112.5,-112.5,,105.0,57.5,60.0,-62.5,,60.0,122.5,-132.5,-132.5,,122.5,287.5,6,391.2,395.11,349.18,578.51,Yes,,USAPL,2017-10-10,USA,FL,Raw National Championships
Joanne Parrella,F,SBD,Raw,61.5,60-64,FR-M3,65.1,72,-57.5,57.5,72.5,,72.5,32.5,37.5,-42.5,,37.5,85.0,95.0,105.0,,105.0,215.0,1,225.3,307.76,198.86,361.25,Yes,,USAPL,2017-04-29,USA,NY,SBWC Spring Classic
Maranda Ratcliff,F,SBD,Raw,20.5,20-23,FR-C,72.0,72,-115.0,115.0,-122.5,,115.0,77.5,-82.5,-82.5,,77.5,145.0,152.5,-160.0,,152.5,345.0,9,336.73,343.47,296.61,562.2,Yes,,USAPL,2016-04-14,USA,,Collegiate Nationals
Lisa Francavilla,F,SBD,Raw,46.5,45-49,FR-M1b,74.6,75,,,,,90.0,,,,,50.0,,,,,120.0,260.0,1,248.0,264.86,218.2,416.82,Yes,,USAPL,2014-10-25,USA,GA,GA & Southern States BP & PL Championships
Mary Fleckenstein,F,SBD,Raw,21.0,20-23,Juniors 20-23,65.9,67.5,,,,,137.5,,,,,77.5,,,,,152.5,367.5,1,381.66,389.29,336.81,623.63,,,USPA,2017-10-07,USA,NY,Long Island Columbus Day Classic
Irina Ivanova,F,SBD,Raw,20.0,20-23,Pro Open 20-23,75.0,75,115.0,122.5,127.5,,127.5,75.0,80.0,-85.0,,80.0,135.0,145.0,155.0,,155.0,362.5,1,344.61,354.95,303.13,580.71,,Russia,WPC-RUS,2017-04-29,Russia,,Far East Championship
Carissa Sideroff,F,SBD,Raw,,,Open,51.1,52,,,,,102.5,,,,,57.5,,,,,135.0,295.0,8,372.73,372.73,330.63,562.76,Yes,,CPU,2018-02-19,Canada,AB,Canadian Championship
Amanda Parson,F,SBD,Raw,30.0,24-34,Open,67.1,67.5,,,,,125.0,,,,,57.5,,,,,145.0,327.5,3,335.68,335.68,296.15,549.93,,,USPA,2015-12-12,USA,TX,Bend The Bar Power Meet
Hayley Crossland,F,SBD,Raw,18.5,18-19,FR-O,77.2,84,102.5,110.0,115.0,,115.0,52.5,57.5,60.0,,60.0,102.5,107.5,115.0,,115.0,290.0,7,270.86,281.69,237.97,459.05,Yes,,USAPL,2016-01-16,USA,WI,Wisconsin State Open
Ashley Escobar,F,SBD,Raw,19.0,18-19,Juniors 18-19,55.8,56,,,,,107.5,,,,,62.5,,,,,120.0,290.0,1,342.17,355.86,302.69,528.32,,,USPA,2017-03-11,USA,NV,Nevada State Open Championships
Lolita Wikander,F,SBD,Raw,50.0,50-54,FM-R,56.8,60,65.0,70.0,-75.0,,70.0,50.0,-52.5,52.5,,52.5,100.0,110.0,115.0,,115.0,237.5,1,276.35,312.28,244.38,424.02,,Australia,CAPO,2013-08-10,Australia,TAS,Nationals
Faryn Antenucci,F,SBD,Raw,18.0,18-19,SNR,75.0,75,,,,,111.13,,,,,48.53,,,,,136.98,296.65,2,282.01,298.93,248.07,474.89,,,RAWU,2015-07-18,USA,FL,Senior Powerlifting Championships
Nia Brown,F,SBD,Raw,19.5,20-23,FR-C,92.35,84+,145.0,155.0,165.0,,165.0,72.5,77.5,82.5,,82.5,150.0,157.5,-160.0,,157.5,405.0,7,346.37,356.76,300.3,596.06,Yes,,USAPL,2018-04-19,USA,TX,Collegiate Nationals
Sara Youd,F,SBD,Raw,,,Open,83.8,84,,,,,57.5,,,,,47.5,,,,,60.0,165.0,3,147.31,147.31,128.81,256.04,Yes,,CPU,2017-01-14,Canada,BC,UBC New Year's Championship
Angie Torres,F,SBD,Raw,46.0,45-49,Masters 50-54,88.54,90,,,,,52.5,,,,,37.5,,,,,90.0,180.0,2,156.62,167.27,136.34,274.8,,,USPA,2015-03-21,USA,NV,Nevada State & Southwest Regional Powerlifting
Marcela Sandvik,F,SBD,Raw,42.5,40-44,Open,51.52,52,107.5,112.5,117.5,,117.5,82.5,-87.5,-87.5,,82.5,135.0,-140.0,-140.0,,135.0,335.0,11,420.62,429.03,372.98,641.52,Yes,Finland,IPF,2017-06-14,Belarus,,World Classic Powerlifting Championships
Tatyana Lukyanova,F,SBD,Raw,33.5,24-34,Open,56.45,57,-80.0,80.0,-85.0,,80.0,45.0,-50.0,-50.0,,45.0,80.0,90.0,100.0,,100.0,225.0,1,263.08,263.08,232.67,401.34,Yes,Ukraine,FPR,2014-09-05,Russia,,VOSPORO Cup
Jennifer-Grace Cruz,F,SBD,Raw,,,Open,70.9,72,,,,,127.5,,,,,70.0,,,,,160.0,357.5,2,352.56,352.56,310.68,586.68,Yes,,CPU,2018-06-23,Canada,MB,Manitoba Provincials
